id,addon,file,line,callable,site_type,invoker,input_provenance,user_controlled_input,records_before_sudo,scope,output_mutation,audit_history,regression_test,risk,follow_up,runtime_covered,remediated
11,pm_qms_app,addons/pm_qms_app/tests/test_m27_security.py,44,"cls.process_b = cls.env[""pm.qms.process""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
12,pm_qms_app,addons/pm_qms_app/tests/test_m27_security.py,53,"cls.risk_a = cls.env[""pm.qms.risk""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
13,pm_qms_app,addons/pm_qms_app/tests/test_m27_security.py,63,"cls.risk_b = cls.env[""pm.qms.risk""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
14,pm_qms_app,addons/pm_qms_app/tests/test_m27_security.py,73,"cls.control_a = cls.env[""pm.qms.control""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
15,pm_qms_app,addons/pm_qms_app/tests/test_m27_security.py,81,"cls.requirement_a = cls.env[""pm.qms.evidence.requirement""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
16,pm_qms_app,addons/pm_qms_app/tests/test_m27_security.py,84,"cls.instance_a = cls.env[""pm.qms.control.instance""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
17,pm_qms_app,addons/pm_qms_app/tests/test_m27_security.py,92,"cls.document_a = cls.env[""pm.qms.document""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
18,pm_qms_app,addons/pm_qms_app/tests/test_m27_security.py,102,"cls.evidence_a = cls.env[""pm.qms.evidence""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
19,pm_qms_app,addons/pm_qms_app/tests/test_m27_security.py,110,"cls.attachment_a = cls.env[""ir.attachment""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
20,pm_qms_app,addons/pm_qms_app/tests/test_m27_security.py,120,"cls.risk_a.sudo().message_post(body=""M27 fictional scope message."", subtype_xmlid=""mail.mt_note"")",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
21,pm_qms_app,addons/pm_qms_app/tests/test_m27_security.py,121,cls.risk_a.sudo().activity_schedule(,TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
22,pm_qms_app,addons/pm_qms_app/tests/test_m27_security.py,144,"return cls.env[""res.users""].sudo().with_context(no_reset_password=True).create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
23,pm_qms_app,addons/pm_qms_app/tests/test_m27_security.py,215,"self.assertEqual(self.env[""pm.qms.risk""].sudo().search_count([]), 2)",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
24,pm_qms_app,addons/pm_qms_app/tests/test_mission19_control_read_scope.py,10,"cls.organization = cls.env[""pm.qms.organization""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
25,pm_qms_app,addons/pm_qms_app/tests/test_mission19_control_read_scope.py,17,"cls.site_a = cls.env[""pm.qms.site""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
26,pm_qms_app,addons/pm_qms_app/tests/test_mission19_control_read_scope.py,25,"cls.site_b = cls.env[""pm.qms.site""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
27,pm_qms_app,addons/pm_qms_app/tests/test_mission19_control_read_scope.py,33,"cls.process_a = cls.env[""pm.qms.process""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
28,pm_qms_app,addons/pm_qms_app/tests/test_mission19_control_read_scope.py,42,"cls.process_b = cls.env[""pm.qms.process""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
29,pm_qms_app,addons/pm_qms_app/tests/test_mission19_control_read_scope.py,51,"cls.framework_process = cls.env[""pm.qms.process""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
30,pm_qms_app,addons/pm_qms_app/tests/test_mission19_control_read_scope.py,61,"return self.env[""res.users""].sudo().with_context(no_reset_password=True).create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
31,pm_qms_app,addons/pm_qms_app/tests/test_mission19_control_read_scope.py,82,"return self.env[""pm.qms.control""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
32,pm_qms_app,addons/pm_qms_app/tests/test_mission19_control_read_scope.py,92,"return self.env[""pm.qms.control.instance""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
33,pm_qms_app,addons/pm_qms_app/tests/test_mission19_control_read_scope.py,150,"other_company = self.env[""res.company""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
34,pm_qms_app,addons/pm_qms_app/tests/test_mission19_control_read_scope.py,153,"other_organization = self.env[""pm.qms.organization""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
35,pm_qms_app,addons/pm_qms_app/tests/test_mission19_control_read_scope.py,160,"other_process = self.env[""pm.qms.process""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
36,pm_qms_app,addons/pm_qms_app/tests/test_mission19_control_read_scope.py,213,"project = self.env[""pm.qms.implementation.project""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
37,pm_qms_app,addons/pm_qms_app/tests/test_mission19_control_read_scope.py,223,"line = self.env[""pm.qms.implementation.control""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
38,pm_qms_app,addons/pm_qms_app/tests/test_mission19_security.py,10,"cls.organization = cls.env[""pm.qms.organization""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
39,pm_qms_app,addons/pm_qms_app/tests/test_mission19_security.py,13,"cls.site_a = cls.env[""pm.qms.site""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
40,pm_qms_app,addons/pm_qms_app/tests/test_mission19_security.py,21,"cls.site_b = cls.env[""pm.qms.site""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
41,pm_qms_app,addons/pm_qms_app/tests/test_mission19_security.py,29,"cls.process_a = cls.env[""pm.qms.process""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
42,pm_qms_app,addons/pm_qms_app/tests/test_mission19_security.py,38,"cls.process_b = cls.env[""pm.qms.process""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
43,pm_qms_app,addons/pm_qms_app/tests/test_mission19_security.py,47,"cls.risk_a = cls.env[""pm.qms.risk""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
44,pm_qms_app,addons/pm_qms_app/tests/test_mission19_security.py,56,"cls.risk_b = cls.env[""pm.qms.risk""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
45,pm_qms_app,addons/pm_qms_app/tests/test_mission19_security.py,65,"cls.viewer = cls.env[""res.users""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
46,pm_qms_app,addons/pm_qms_app/tests/test_mission19_security.py,81,"self.viewer.sudo().write({""qms_organization_ids"": [Command.clear()]})",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
47,pm_qms_calibration,addons/pm_qms_calibration/models/equipment.py,149,duplicate = self.sudo().search(,PRODUCTION_REVIEWED,Equipment create/write duplicate-code constraint,Current equipment values and organization/company on the record,"Code and organization originate from the submitted equipment, but the search domain is constructed by the model",Existing equipment search is limited to same organization and code,Duplicate guard is same-organization; it cannot return another organization's record,Reads duplicate candidates; no sudo mutation,Normal equipment create/write and validation errors remain audited by ORM behavior,TestPmQmsCalibration duplicate and scope tests,P2 operational,M28 review duplicate constraints alongside cross-site tests,YES,NO_NEW_SUDO_IN_M27
48,pm_qms_calibration,addons/pm_qms_calibration/tests/test_calibration.py,240,"equipment = self.env[""pm.qms.equipment""].sudo().create(self._equipment_values(code=""PM-CAL-GAGE-005""))",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
49,pm_qms_calibration,addons/pm_qms_calibration/tests/test_calibration.py,241,"event = self.env[""pm.qms.calibration.event""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
50,pm_qms_core,addons/pm_qms_core/models/event.py,73,"Event = self.env[""pm.qms.event""].sudo()",PRODUCTION_REVIEWED,QMS event helper called by an authorized model workflow,Current record state and workflow values supplied by the calling model,Workflow inputs are validated by the caller; no arbitrary recordset is accepted,Current workflow record and derived company/organization,Event inherits the current record's company/organization identity,Creates a system event audit record; no business-record privilege escalation,The event itself is the audit/history output,TestQmsHistory and event/history tests,P1 authorization-sensitive,M28 review event creation across every workflow caller,YES,NO_NEW_SUDO_IN_M27
51,pm_qms_core,addons/pm_qms_core/tests/test_qms_history.py,79,"return self.env[""mail.message""].sudo().search(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
52,pm_qms_core,addons/pm_qms_core/tests/test_qms_history.py,96,tracking = message.tracking_value_ids.sudo().filtered(,TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
53,pm_qms_core,addons/pm_qms_core/tests/test_qms_history.py,108,"message = self.risk.sudo().message_post(body=""System actor payload fixture."")",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
54,pm_qms_core,addons/pm_qms_core/tests/test_qms_history.py,118,tracking = message.tracking_value_ids.sudo(),TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
55,pm_qms_core,addons/pm_qms_core/tests/test_qms_history.py,136,tracking = self._latest_tracking_message().tracking_value_ids.sudo().filtered(,TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
56,pm_qms_core,addons/pm_qms_core/tests/test_qms_history.py,143,self.assertFalse(tracking.sudo().exists()),TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
57,pm_qms_core,addons/pm_qms_core/tests/test_qms_history.py,164,self.assertFalse(technical_note.sudo().exists()),TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
58,pm_qms_core,addons/pm_qms_core/tests/test_qms_history.py,187,message = partner.sudo().message_post(,TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
59,pm_qms_core,addons/pm_qms_core/tests/test_qms_history.py,195,self.assertFalse(native_message.sudo().exists()),TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
60,pm_qms_core,addons/pm_qms_core/tests/test_qms_history.py,199,"message = partner.sudo().message_post(body=""Unrelated native tracking fixture."")",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
61,pm_qms_core,addons/pm_qms_core/tests/test_qms_history.py,201,"tracking = self.env[""mail.tracking.value""].sudo().create(",TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
62,pm_qms_core,addons/pm_qms_core/tests/test_qms_history.py,212,self.assertFalse(tracking.sudo().exists()),TEST_ONLY_FIXTURE,Disposable test fixture or assertion,Test-defined fictional data,NO; test-controlled,Disposable test record setup,Test transaction only,Test data setup/assertion only,Not production history,M27/full QMS test suite,non-customer technical,None; test-only,YES,NOT_APPLICABLE
63,pm_qms_cost_quality,addons/pm_qms_cost_quality/models/management_review.py,23,"Event = self.env[""pm.qms.cost.event""].sudo()",PRODUCTION_REVIEWED,Management Review input aggregation,Current management-review record and fixed cost-event aggregation domain,Review record is caller-scoped; no arbitrary cost-event domain,Cost-event search is bounded by the current review scope,Current management-review company/organization/process scope,Reads cost events for metrics; no mutation,No business event from aggregation,TestPmQmsCostQuality management-review aggregation tests,P2 operational,M28 add explicit cross-scope management-review aggregation fixture,YES,NO_NEW_SUDO_IN_M27
64,pm_qms_license,addons/pm_qms_license/models/license.py,107,"return self.sudo().search([(""is_current"", ""="", True)], order=""id desc"", limit=1)",PRODUCTION_REVIEWED,License model current-record helper,Fixed is_current predicate and record ordering,NO; helper accepts no caller domain,Current license search with limit=1,Environment license identity only,Returns current license record; no mutation,No business event,TestPmQmsCommercialLicensing current-license tests,P1 authorization-sensitive,Retain fixed helper; M28 review caller inventory,YES,NO_NEW_SUDO_IN_M27
65,pm_qms_license,addons/pm_qms_license/models/license.py,166,return self.sudo().create(values),PRODUCTION_REVIEWED,Controlled license import/update path,Validated signed license payload after environment/signature checks,Payload is externally supplied but validated before create; no arbitrary model/domain,Validated payload and uniqueness checks determine the created license,Current environment identity and license capacity fields only,Creates the license record through the controlled service path,License import/update tests and normal ORM create history apply,TestPmQmsCommercialLicensing valid/invalid import and environment tests,P1 authorization-sensitive,Keep signature/environment validation before create; no new bypass,YES,NO_NEW_SUDO_IN_M27
66,pm_qms_license,addons/pm_qms_license/services/entitlement_service.py,26,"return self.env[""pm.qms.license""].sudo().search([(""is_current"", ""="", True)], order=""id desc"", limit=1)",PRODUCTION_REVIEWED,License entitlement service validation,Fixed is_current predicate and descending record order,"NO; no user ID, domain or payload is accepted",Current license search uses a fixed predicate and limit=1,Environment license identity; result is not a customer business record,Reads current license only,No mutation or business history event,TestPmQmsCommercialLicensing license validation suite,P1 authorization-sensitive,Keep current-license predicate fixed; M28 review service callers,YES,NO_NEW_SUDO_IN_M27
67,pm_qms_license,addons/pm_qms_license/services/entitlement_service.py,65,"return self.env[""pm.qms.organization""].sudo().search(",PRODUCTION_REVIEWED,License capacity organization count,Current license entitlement and configured active organizations,NO arbitrary domain; active-state predicate is fixed,Organization search is limited to active licensed customer scope,License entitlement company/organization capacity only,Returns a count; no mutation,No business event from a count,TestPmQmsCommercialLicensing.test_organization_capacity_counts_active_current_company_only,P1 authorization-sensitive,Retain fixed active operational predicate; current and other-company count boundary is covered,YES,NO_NEW_SUDO_IN_M27
68,pm_qms_license,addons/pm_qms_license/services/entitlement_service.py,71,"return self.env[""pm.qms.site""].sudo().search(",PRODUCTION_REVIEWED,License capacity site count,Current license entitlement and active site state,NO arbitrary domain; active-state predicate is fixed,Site search is limited to active licensed customer scope,License entitlement site capacity only,Returns a count; no mutation,No business event from a count,TestPmQmsCommercialLicensing capacity tests,P1 authorization-sensitive,Retain fixed capacity predicates; add tenant fixture in M28,YES,NO_NEW_SUDO_IN_M27
69,pm_qms_license,addons/pm_qms_license/services/entitlement_service.py,89,"groups = self.env[""res.groups""].sudo().browse()",PRODUCTION_REVIEWED,License capacity role-group lookup,Fixed QMS role allow-list used for licensed-user calculation,NO; group IDs are fixed product references,Group search uses fixed role references and active group state,License user entitlement calculation; no framework/admin record returned,Reads groups; no mutation,No business event,TestPmQmsCommercialLicensing role capacity tests,P1 authorization-sensitive,Keep role allow-list explicit; revisit only with licensing policy change,YES,NO_NEW_SUDO_IN_M27
